set,k1,k2,z1,z2,kp1,kp2,lam,mu1,mu2,c1,c2,ee1_m6,ee2_m6,ee1_m19,ee2_m19,arc,kkt1_m19,kkt2_m19
box,1.085847414661901,0.8668211715129089,-0.03342167260643966,0.13128184518913744,1.0727492444130022,0.8853835892495318,1.0125757374075637,0.021083037044739673,0.0,0.04569315543010355,0.04526687483824575,-0.02158692774116644,-0.0008857319569303135,-0.021561139008557162,-0.0008779823371457551,6.0323507874497384e-06,0.0020834596690884055,0.0008779823371457551
box,1.0245603070200893,1.031334365970509,-0.09787847267494597,0.008327119557720059,1.015253709612274,1.0360916209966282,0.995069088945706,0.0,0.0,0.04589281743089581,0.046063273071859576,-0.0005200737429049695,-9.162643494298184e-05,-0.0006029149172827042,-0.00010194377798045107,6.386140346687183e-06,0.0006029149172827042,0.00010194377798045107
box,1.009373890957968,0.8355742560985089,0.15422166180054586,0.022846592145847805,1.0121861725057546,0.8431548836869548,1.0291757873168579,0.0,0.0,0.045507778889729386,0.04453674458176964,1.4229511535512884e-05,-3.236381883664485e-05,5.001484862021677e-05,2.0306722365859287e-06,4.628751717919057e-06,5.001484862021677e-05,2.0306722365859287e-06
box,0.8025635530657241,1.1090596804901554,0.15304502842884649,0.028758409062704132,0.8260155995494769,1.0951552389907986,1.0134595265495585,0.0,0.024646586596863057,0.045683190471869334,0.04522739978134803,-0.00039358315558879475,-0.02390411345330945,-0.0003709458085019435,-0.023878327429198265,-1.2764886608226896e-05,0.0003709458085019435,0.0025627722458365643
box,0.927872654513066,0.875003086291114,0.05520852285339811,-0.0975656324938223,0.9360956585933934,0.8680201185340681,1.1004558087106227,0.0,0.0,0.04475225025233426,0.04165195804016671,-0.0012351319607281086,-0.0007626393609395654,-0.0012374072931836677,-0.0007956803851816296,8.373824165532305e-08,0.0012374072931836677,0.0007956803851816296
box,1.0310751570071437,1.0408956705518504,0.1479753897998018,-0.1368751150304393,1.04340668638897,1.0294823780485831,0.9751187871044484,0.0,0.017288028709185055,0.04612577204977965,0.04700569794740598,-0.000337719043796203,-0.01811207159300876,-0.0003053821018240699,-0.018050733318072165,1.0147274393613962e-05,0.0003053821018240699,0.0009746227527767104
box,0.9999891294634474,1.0976389917130593,-0.10328744304810909,-0.03581864582895382,0.9956062225560551,1.094706066423081,0.9874957987031415,0.0,0.0,0.04598055565538945,0.04641654094090148,0.0008207964903355069,5.015687957010684e-05,0.000667793969092223,8.998135580862154e-06,5.752826113166832e-07,0.000667793969092223,8.998135580862154e-06
box,0.8251581993819885,1.0903523455103108,-0.1319142762369641,-0.03357065332545034,0.8320283327299585,1.0782701432077575,1.080182798917642,0.0,0.002852774199869463,0.044960767381792034,0.042433687349401436,-0.0010273470894219816,-0.0025235598469056653,-0.0009887320091972462,-0.0026106748492483733,-1.006791633133009e-05,0.0009887320091972462,0.0010919265678627221
box,1.1494090524482927,0.9889201347000046,0.13203901876508328,0.0850934776764391,1.1466968736358003,0.9999198090017974,0.9021026252107802,0.0,0.0,0.047032064493197814,0.05081033785791585,5.5288011483467514e-05,0.00012202389091364729,3.0515936258135312e-05,0.00011704084362729184,-8.98577101094963e-08,3.0515936258135312e-05,0.00011704084362729184
box,1.1661295840447063,0.8509612036195626,-0.13645987029419765,-0.1374955988578501,1.1543592523904898,0.8524991273444581,1.0782039903816318,0.031230039592320652,0.0,0.044981382122951705,0.04251156513828966,-0.029507946103402682,-0.0005479392115933512,-0.02951235280656872,-0.0005436129959215386,-2.8799765773579262e-05,9.444678115755334e-05,0.0005436129959215386
box,1.1475417177389278,1.0536279917389773,-0.0010970579843670447,-0.10766610681712621,1.1450491835460899,1.0484313270997045,0.9394529599047436,0.0,0.0,0.04655745901319665,0.0487902440310797,0.00021089238174698544,7.792976688802966e-05,0.0001537922567376171,-5.209415121243399e-05,8.065906808231779e-06,0.0001537922567376171,5.209415121243399e-05
box,1.0694933750909095,0.9272069551383192,0.0674815562451023,-0.012686294762456057,1.067259012907699,0.9319862573909912,0.9886955844094042,0.0,0.0,0.045966599909930225,0.046360214298775015,-0.00018352989892889138,-8.520140157397549e-06,-0.0001635211237811518,-1.723474610804132e-07,1.346277556334994e-06,0.0001635211237811518,1.723474610804132e-07
